Date,User,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
2026-04-24T14:31:15.874Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,3805,237440,3496,244741,0.18
2026-04-24T14:26:44.383Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,42859,1536,992,45387,0.13
2026-04-24T14:25:52.897Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,0,0,0,0,0,0.00
2026-04-24T14:21:37.119Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,56553,6,164288,4714,225561,0.39
2026-04-24T14:18:08.250Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,0,0,0,0,0,0.00
2026-04-24T14:14:24.912Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,7347,13,541375,2629,551364,0.37
2026-04-24T14:14:12.776Z,demo-user@example.com,,,"Aborted, Not Charged",claude-4.6-sonnet-medium-thinking,No,0,0,0,0,0,0.00
2026-04-24T14:11:57.537Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,42902,8,135703,3527,182140,0.30
2026-04-24T13:52:31.385Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,54344,4,53990,209,108547,0.25
2026-04-24T13:50:49.276Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,4002,7,266503,1096,271608,0.18
2026-04-24T13:49:06.872Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,51008,10,340158,1958,393134,0.42
2026-04-24T13:46:17.545Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,2659,7,345649,1081,349396,0.22
2026-04-24T13:41:13.964Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,67744,22,875692,9502,952960,0.90
2026-04-24T13:37:51.357Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,43066,4,42719,206,85995,0.20
2026-04-24T13:34:48.668Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,41032,8,199903,1856,242799,0.30
2026-04-24T13:33:50.660Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,27057,99744,1941,128742,0.09
2026-04-24T13:33:40.139Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,38285,6,87106,1857,127254,0.23
2026-04-24T12:45:18.654Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,47449,6,139590,463,187508,0.27
2026-04-24T12:35:40.269Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,3187,14,532057,1883,537141,0.33
2026-04-24T12:33:19.192Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,22524,14,456693,3375,482606,0.39
2026-04-24T12:30:28.981Z,demo-user@example.com,,,On-Demand,composer-2,No,0,44089,147712,1255,193056,0.13
2026-04-24T12:29:03.304Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,62804,12,548219,3038,614073,0.60
2026-04-24T12:28:09.361Z,demo-user@example.com,,,On-Demand,composer-2,No,0,34134,141568,3710,179412,0.13
2026-04-24T12:27:52.963Z,demo-user@example.com,,,"Errored, No Charge",gpt-5.3-codex,No,0,0,0,0,0,-
2026-04-24T12:20:27.873Z,demo-user@example.com,,,On-Demand,composer-2,No,0,45958,381952,1948,429858,0.26
2026-04-24T12:17:34.259Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,43487,542336,3772,589595,0.37
2026-04-24T12:16:12.895Z,demo-user@example.com,,,"Aborted, Not Charged",claude-4.6-sonnet-high,No,0,0,0,0,0,0.00
2026-04-24T12:15:34.655Z,demo-user@example.com,,,On-Demand,composer-2,No,0,61125,107840,2816,171781,0.14
2026-04-24T12:15:28.165Z,demo-user@example.com,,,"Aborted, Not Charged",composer-2,No,0,0,0,0,0,0.00
2026-04-24T12:11:46.259Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-high,No,0,64397,0,155,64552,0.13
2026-04-24T12:07:39.703Z,demo-user@example.com,,,On-Demand,composer-2,No,0,21735,152064,1534,175333,0.11
2026-04-24T12:06:15.653Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,48658,14,464535,2828,516035,0.49
2026-04-24T12:05:15.578Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,62659,22,957069,4717,1024467,0.85
2026-04-24T12:01:25.081Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,0,0,0,0,0.00
2026-04-24T12:00:27.649Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,23637,102144,2206,127987,0.15
2026-04-24T11:57:45.519Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-high,No,0,11943,513280,3658,528881,0.29
2026-04-24T11:56:54.232Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-high,No,0,63475,721152,8849,793476,0.56
2026-04-24T11:53:33.243Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,51652,480768,5113,537533,0.38
2026-04-24T11:52:28.956Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,37942,493440,2774,534156,0.33
2026-04-24T07:40:09.489Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,77821,177024,1238,256083,0.32
2026-04-24T07:27:03.810Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,1736,34944,326,37006,0.02
2026-04-24T07:25:58.146Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,18177,88960,981,108118,0.09
2026-04-24T07:24:33.438Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,19768,313984,1704,335456,0.20
2026-04-24T07:22:48.550Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,2891,138880,1318,143089,0.08
2026-04-24T07:22:21.827Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,21584,105856,473,127913,0.09
2026-04-24T07:19:20.514Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,19841,94848,903,115592,0.09
2026-04-24T07:18:27.182Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,79282,1466624,8945,1554851,1.09
2026-04-23T14:57:29.423Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,78451,4,78092,178,156725,0.36
2026-04-23T14:53:27.122Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,77645,16,969585,2739,1049985,0.89
2026-04-23T14:46:50.356Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,924,5,209039,532,210500,0.13
2026-04-23T14:42:30.679Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,137427,8,268516,1825,407776,0.73
2026-04-23T14:40:14.572Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,6855,13,678724,2014,687606,0.43
2026-04-23T14:36:25.549Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-high,No,222673,192858,2396662,23814,2836007,2.55
2026-04-23T14:34:53.061Z,demo-user@example.com,,,On-Demand,claude-4.6-sonnet-medium-thinking,No,171367,8,808111,3164,982650,1.18
2026-04-23T13:52:53.217Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,113749,595072,1086,709907,0.50
2026-04-23T13:24:38.165Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,92128,2972032,19091,3083251,1.72
2026-04-23T13:10:40.884Z,demo-user@example.com,,,On-Demand,composer-2,No,0,444352,252928,6360,703640,0.71
2026-04-23T13:08:07.763Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,30147,543872,883,574902,0.37
2026-04-23T13:04:20.944Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,134524,1924224,8221,2066969,1.46
2026-04-23T11:41:28.394Z,demo-user@example.com,,,On-Demand,composer-2,No,0,10612,478752,669,490033,0.26
2026-04-23T11:31:33.976Z,demo-user@example.com,,,On-Demand,composer-2,No,0,70989,1548736,8619,1628344,0.90
2026-04-23T11:26:09.628Z,demo-user@example.com,,,On-Demand,composer-2,No,0,383467,1870976,24940,2279383,1.52
2026-04-23T11:17:25.803Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,90010,1381504,11549,1483063,1.11
2026-04-23T11:09:11.870Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,2964,201216,210,204390,0.09
2026-04-23T11:08:33.894Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,96204,207232,823,304259,0.29
2026-04-23T10:34:12.948Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,100103,1017856,3329,1121288,0.68
2026-04-23T10:10:42.276Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,320656,3271244,3830,3595730,2.24
2026-04-23T10:08:29.832Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,20247,312832,786,333865,0.18
2026-04-23T10:05:23.670Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,67330,612480,6758,686568,0.49
2026-04-23T10:04:44.630Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,41437,495172,6605,543214,0.40
2026-04-23T10:04:19.324Z,demo-user@example.com,,,"Errored, No Charge",gemini-3.1-pro,No,0,0,0,0,0,-
2026-04-23T10:01:44.176Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,33183,71072,2372,106627,0.09
2026-04-23T10:01:43.712Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,81104,77824,3014,161942,0.15
2026-04-23T10:01:31.608Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,21370,83328,2870,107568,0.14
2026-04-23T09:58:52.311Z,demo-user@example.com,,,On-Demand,composer-2,No,0,9021,16896,399,26316,0.02
2026-04-23T09:53:27.365Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,5897,108672,47,114616,0.06
2026-04-23T09:51:20.695Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,96855,526464,1279,624598,0.44
2026-04-23T09:50:48.182Z,demo-user@example.com,,,On-Demand,composer-2,No,0,123176,176672,2563,302411,0.25
2026-04-23T09:50:43.626Z,demo-user@example.com,,,On-Demand,composer-2,No,0,8719,5504,217,14440,0.01
2026-04-23T09:46:39.419Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,20889,202496,489,223874,0.13
2026-04-23T09:45:29.336Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,95589,1487232,3702,1586523,0.88
2026-04-23T09:44:52.046Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,6178,84096,2984,93258,0.10
2026-04-23T09:44:19.676Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,2495,39936,328,42759,0.03
2026-04-23T09:43:35.631Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,239735,992056,17091,1248882,1.20
2026-04-23T09:43:00.365Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,4442,35584,791,40817,0.04
2026-04-23T09:41:40.155Z,demo-user@example.com,,,On-Demand,composer-2,No,0,69098,676864,4633,750595,0.44
2026-04-23T09:40:44.219Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,20678,130816,1569,153063,0.15
2026-04-23T09:40:09.113Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,51563,464000,1621,517184,0.32
2026-04-23T09:39:47.093Z,demo-user@example.com,,,On-Demand,composer-2,No,0,32861,171040,697,204598,0.13
2026-04-23T09:39:38.641Z,demo-user@example.com,,,On-Demand,composer-2,No,0,2616,98496,254,101366,0.05
2026-04-23T09:39:35.807Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,73093,16575,1959,91627,0.20
2026-04-23T09:38:48.724Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,27958,283392,4326,315676,0.28
2026-04-23T09:36:27.318Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,84051,1957760,8548,2050359,1.12
2026-04-23T09:31:56.373Z,demo-user@example.com,,,On-Demand,composer-2,No,0,138860,2040448,33686,2212994,1.34
2026-04-23T09:30:58.577Z,demo-user@example.com,,,On-Demand,composer-2,No,0,35690,519168,3960,558818,0.32
2026-04-23T09:30:36.684Z,demo-user@example.com,,,On-Demand,composer-2,No,0,73620,149248,5076,227944,0.19
2026-04-23T09:28:29.049Z,demo-user@example.com,,,On-Demand,composer-2,No,0,82435,385248,2373,470056,0.31
2026-04-23T09:28:25.103Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,33699,293952,3466,331117,0.20
2026-04-23T09:28:25.102Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,20608,146496,2926,170030,0.11
2026-04-23T09:28:09.051Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,49538,135808,3952,189298,0.26
2026-04-23T09:26:51.298Z,demo-user@example.com,,,On-Demand,composer-2,No,0,91546,147616,4607,243769,0.21
2026-04-23T08:41:16.425Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,71944,1344384,4622,1420950,0.78
2026-04-23T08:38:37.947Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,48279,302272,4870,355421,0.23
2026-04-23T08:38:34.520Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,32811,336640,4965,374416,0.23
2026-04-23T08:38:22.216Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,56246,169728,3104,229078,0.29
2026-04-23T08:38:01.905Z,demo-user@example.com,,,"Aborted, Not Charged",gpt-5.4-medium,No,0,0,0,0,0,0.00
2026-04-23T08:37:57.403Z,demo-user@example.com,,,"Aborted, Not Charged",gpt-5.4-medium,No,0,0,0,0,0,0.00
2026-04-23T08:06:41.342Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,19201,18816,669,38686,0.07
2026-04-23T08:06:11.810Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,13505,147840,1210,162555,0.13
2026-04-23T08:05:22.932Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,44668,38837,2045,85550,0.14
2026-04-23T08:04:08.175Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,14261,4608,532,19401,0.05
2026-04-23T07:55:43.949Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,63509,96611,1699,161819,0.21
2026-04-23T07:52:04.811Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,160766,289293,15745,465804,0.68
2026-04-23T07:35:14.372Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,46951,225920,683,273554,0.20
2026-04-23T07:34:43.475Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-low,No,0,37104,218240,823,256167,0.18
2026-04-23T07:33:45.265Z,demo-user@example.com,,,On-Demand,gemini-3.1-pro,No,0,72590,85732,2928,161250,0.24
2026-04-23T07:23:50.276Z,demo-user@example.com,,,On-Demand,composer-2,No,0,10377,68608,1763,80748,0.05
2026-04-23T07:23:41.828Z,demo-user@example.com,,,On-Demand,composer-2,No,0,40588,0,148,40736,0.05
2026-04-23T07:22:30.660Z,demo-user@example.com,,,On-Demand,composer-2,No,0,37254,65792,2339,105385,0.09
2026-04-23T07:21:34.944Z,demo-user@example.com,,,On-Demand,composer-2,No,0,54532,0,805,55337,0.07
2026-04-23T07:10:03.908Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,1353,152448,580,154381,0.08
2026-04-23T07:08:19.111Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,578,151552,362,152492,0.07
2026-04-23T06:59:42.871Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,4240,297088,400,301728,0.14
2026-04-23T06:59:20.373Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,10021,284928,446,295395,0.15
2026-04-23T06:57:08.170Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,70120,206720,704,277544,0.24
2026-04-23T06:55:58.942Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,56545,136576,787,193908,0.18
2026-04-22T19:56:04.251Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,55165,1177600,10724,1243489,0.76
2026-04-22T19:55:18.988Z,demo-user@example.com,,,On-Demand,composer-2,No,0,8901,40448,655,50004,0.03
2026-04-22T19:53:57.168Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,21654,12800,1458,35912,0.09
2026-04-22T19:43:37.561Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,27422,6656,882,34960,0.09
2026-04-22T18:34:41.092Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,28579,77056,3413,109048,0.17
2026-04-22T18:23:05.391Z,demo-user@example.com,,,On-Demand,composer-2,No,0,44732,55520,206,100458,0.08
2026-04-22T18:21:49.798Z,demo-user@example.com,,,On-Demand,composer-2,No,0,81057,192352,1904,275313,0.21
2026-04-22T17:39:43.263Z,demo-user@example.com,,,On-Demand,composer-2,No,0,33375,6048,1441,40864,0.05
2026-04-22T17:39:08.570Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,46695,158080,3203,207978,0.15
2026-04-22T17:38:51.488Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,26798,139520,2518,168836,0.18
2026-04-22T16:51:12.923Z,demo-user@example.com,,,On-Demand,composer-2,No,0,216825,344128,3511,564464,0.46
2026-04-22T16:36:57.446Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,33105,369024,6782,408911,0.38
2026-04-22T16:31:26.235Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,19108,52992,1208,73308,0.10
2026-04-22T15:27:08.534Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,0,0,0,0,0.00
2026-04-22T15:23:52.952Z,demo-user@example.com,,,On-Demand,composer-2,No,0,61642,813056,5869,880567,0.51
2026-04-22T15:22:55.120Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,26335,171584,5595,203514,0.14
2026-04-22T15:22:38.389Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,35061,140192,5038,180291,0.14
2026-04-22T15:22:37.893Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,56730,324960,5084,386774,0.25
2026-04-22T15:22:02.647Z,demo-user@example.com,,,On-Demand,composer-2,No,0,9492,14336,129,23957,0.02
2026-04-22T15:21:53.474Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,39610,187392,4101,231103,0.27
2026-04-22T15:21:18.643Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,20381,399616,8201,428198,0.38
2026-04-22T15:19:45.780Z,demo-user@example.com,,,On-Demand,composer-2,No,0,42723,367616,5705,416044,0.26
2026-04-22T15:08:56.944Z,demo-user@example.com,,,On-Demand,composer-2,No,0,86070,896672,11706,994448,0.61
2026-04-22T15:08:36.389Z,demo-user@example.com,,,On-Demand,composer-2,No,0,8230,5120,824,14174,0.02
2026-04-22T12:00:40.636Z,demo-user@example.com,,,On-Demand,composer-2,No,0,3496,241664,1079,246239,0.13
2026-04-22T11:59:57.443Z,demo-user@example.com,,,On-Demand,composer-2,No,0,38078,183808,1760,223646,0.15
2026-04-22T11:58:11.873Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,23420,122112,1656,147188,0.15
2026-04-22T11:56:54.043Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,82290,187264,2399,271953,0.36
2026-04-22T11:55:21.731Z,demo-user@example.com,,,"Errored, No Charge",composer-2,No,0,11563,0,0,11563,-
2026-04-22T11:39:17.408Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,66420,7680,218,74318,0.14
2026-04-22T11:14:26.032Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,62432,1061888,9162,1133482,0.71
2026-04-22T11:09:18.575Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,36401,56096,2434,94931,0.08
2026-04-22T11:09:18.048Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,20153,94624,2671,117448,0.08
2026-04-22T11:09:08.085Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,47580,185984,3148,236712,0.27
2026-04-22T11:07:16.809Z,demo-user@example.com,,,On-Demand,composer-2,No,0,72263,666816,1912,740991,0.43
2026-04-22T11:06:38.751Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,29589,68992,1133,99714,0.13
2026-04-22T11:06:05.055Z,demo-user@example.com,,,On-Demand,composer-2,No,0,71532,79296,1127,151955,0.13
2026-04-22T11:04:36.886Z,demo-user@example.com,,,On-Demand,composer-2,No,0,92430,907520,9100,1009050,0.61
2026-04-22T11:03:06.600Z,demo-user@example.com,,,On-Demand,composer-2,No,0,59157,180224,6766,246147,0.19
2026-04-22T10:41:35.421Z,demo-user@example.com,,,On-Demand,composer-2,No,0,29538,593408,5735,628681,0.36
2026-04-22T10:37:56.571Z,demo-user@example.com,,,On-Demand,composer-2,No,0,174993,113152,2275,290420,0.28
2026-04-22T10:37:27.362Z,demo-user@example.com,,,On-Demand,composer-2,No,0,79612,21248,751,101611,0.11
2026-04-22T10:36:57.911Z,demo-user@example.com,,,On-Demand,composer-2,No,0,34590,11776,543,46909,0.05
2026-04-22T10:35:46.405Z,demo-user@example.com,,,On-Demand,composer-2,No,0,56178,183808,887,240873,0.17
2026-04-22T10:35:34.281Z,demo-user@example.com,,,On-Demand,composer-2,No,0,83195,2163712,17198,2264105,1.26
2026-04-22T10:34:53.192Z,demo-user@example.com,,,On-Demand,composer-2,No,0,55911,328192,2951,387054,0.25
2026-04-22T10:33:23.147Z,demo-user@example.com,,,On-Demand,composer-2,No,0,43687,414720,7958,466365,0.29
2026-04-22T10:32:46.326Z,demo-user@example.com,,,On-Demand,composer-2,No,0,90086,349216,3728,443030,0.30
2026-04-22T10:31:21.223Z,demo-user@example.com,,,On-Demand,composer-2,No,0,107829,228000,5467,341296,0.27
2026-04-22T10:30:13.153Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,556,40576,157,41289,0.02
2026-04-22T10:30:03.769Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,10424,30336,443,41203,0.05
2026-04-22T10:27:03.694Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,6755,310272,5756,322783,0.26
2026-04-22T10:26:46.685Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,0,0,0,0,0.00
2026-04-22T10:25:40.951Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,22213,157312,1831,181356,0.17
2026-04-22T10:03:02.104Z,demo-user@example.com,,,On-Demand,composer-2,No,0,0,0,0,0,0.00
2026-04-22T10:00:11.776Z,demo-user@example.com,,,On-Demand,composer-2,No,0,4764,1398080,1904,1404748,0.71
2026-04-22T10:00:03.289Z,demo-user@example.com,,,On-Demand,composer-2,No,0,0,0,0,0,0.00
2026-04-22T09:57:07.323Z,demo-user@example.com,,,On-Demand,composer-2,No,0,82421,2152064,14938,2249423,1.24
2026-04-22T09:55:02.348Z,demo-user@example.com,,,On-Demand,composer-2,No,0,123118,527584,7701,658403,0.45
2026-04-22T09:53:33.881Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,405,24704,472,25581,0.02
2026-04-22T09:52:13.665Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,1237,23552,411,25200,0.02
2026-04-22T09:50:48.954Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,2954,20736,885,24575,0.03
2026-04-22T09:48:53.166Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,14213,6656,837,21706,0.06
2026-04-22T09:40:34.224Z,demo-user@example.com,,,On-Demand,composer-2,No,0,56241,242688,787,299716,0.19
2026-04-22T09:11:27.049Z,demo-user@example.com,,,On-Demand,composer-2-fast,No,0,51727,342432,7951,402110,0.27
2026-04-22T09:10:19.147Z,demo-user@example.com,,,On-Demand,gpt-5.4-xhigh,No,0,65133,505856,7746,578735,0.55
2026-04-22T09:07:47.223Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,112923,71808,2132,186863,0.38
2026-04-22T08:32:09.174Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,40330,4608,353,45291,0.12
2026-04-22T08:05:38.549Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,22557,21504,345,44406,0.08
2026-04-22T08:03:24.121Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,41738,119424,2489,163651,0.21
2026-04-22T07:53:45.233Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,5576,56320,1320,63216,0.06
2026-04-22T07:51:54.786Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,25753,132224,1918,159895,0.17
2026-04-22T07:50:58.274Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,3449,131840,1152,136441,0.09
2026-04-22T07:50:49.701Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,41125,1268736,14045,1323906,0.96
2026-04-22T07:50:02.980Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,25319,189568,765,215652,0.18
2026-04-22T07:44:18.819Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,23344,194048,3153,220545,0.21
2026-04-22T07:42:42.716Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,11088,201728,1626,214442,0.16
2026-04-22T07:33:37.410Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,7068,111488,1480,120036,0.10
2026-04-22T07:32:22.199Z,demo-user@example.com,,,On-Demand,gpt-5.4-medium,No,0,13100,84480,836,98416,0.09
2026-04-21T17:18:19.204Z,demo-user@example.com,,,On-Demand,composer-2,No,0,33562,373248,1254,408064,0.23
2026-04-21T17:16:51.572Z,demo-user@example.com,,,On-Demand,composer-2,No,0,52751,98560,3269,154580,0.13
2026-04-21T15:58:40.175Z,demo-user@example.com,,,On-Demand,composer-2,No,0,0,0,0,0,0.00
2026-04-21T15:54:38.886Z,demo-user@example.com,,,On-Demand,composer-2,No,0,206194,1468576,2101,1676871,1.00
2026-04-21T15:46:20.278Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex-high,No,0,92789,2909440,25703,3027932,1.79
2026-04-21T15:45:23.421Z,demo-user@example.com,,,On-Demand,composer-2,No,0,86640,249344,4055,340039,0.25
2026-04-21T15:43:47.669Z,demo-user@example.com,,,On-Demand,composer-2,No,0,0,0,0,0,0.00
2026-04-21T15:43:20.536Z,demo-user@example.com,,,On-Demand,composer-2,No,0,703,159200,1591,161494,0.09
2026-04-21T15:40:47.362Z,demo-user@example.com,,,On-Demand,composer-2,No,0,221196,711232,1750,934178,0.64
2026-04-21T15:10:14.097Z,demo-user@example.com,,,On-Demand,gpt-5.4-high,No,0,70006,1035008,10259,1115273,0.87
2026-04-21T14:52:52.275Z,demo-user@example.com,,,On-Demand,gpt-5.4-low,No,0,611,104704,1434,106749,0.08
2026-04-21T14:51:29.722Z,demo-user@example.com,,,On-Demand,gpt-5.4-low,No,0,100172,4608,832,105612,0.29
2026-04-21T14:50:46.450Z,demo-user@example.com,,,On-Demand,gpt-5.3-codex,No,0,79010,171008,383,250401,0.24
